YYYY,MM,DD,days,days_m,Bsr,dB,Kp1,Kp2,Kp3,Kp4,Kp5,Kp6,Kp7,Kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,Ap,SN,F10.7obs,F10.7adj,D
2015,12,28,30677,30677.5,2488,15,1.333,0.667,1.333,2.0,1.667,0.667,0.333,1.333,5,3,5,7,6,3,2,5,4,71,112.1,108.4,2
2015,12,29,30678,30678.5,2488,16,2.333,0.667,0.333,0.667,2.0,1.667,2.0,2.333,9,3,2,3,7,6,7,9,6,57,105.4,101.9,2
2015,12,30,30679,30679.5,2488,17,0.0,0.0,0.333,0.667,1.0,0.667,0.667,1.333,0,0,2,3,4,3,3,5,2,37,101.5,98.1,2
2015,12,31,30680,30680.5,2488,18,3.333,3.0,3.667,4.0,5.333,4.0,5.0,5.667,18,15,22,27,56,27,48,67,35,22,96.2,93.0,2
2016,1,1,30681,30681.5,2488,19,6.0,5.333,5.0,3.333,1.667,1.0,2.0,1.667,80,56,48,18,6,4,7,6,28,37,98.4,95.1,2
2016,1,2,30682,30682.5,2488,20,3.0,2.333,3.0,2.333,2.333,1.667,1.667,1.333,15,9,15,9,9,6,6,5,9,40,100.0,96.6,2
2016,1,3,30683,30683.5,2488,21,0.333,1.667,2.0,0.667,1.333,2.333,1.667,2.667,2,6,7,3,5,9,6,12,6,51,101.9,98.5,2
2016,1,4,30684,30684.5,2488,22,0.333,1.667,1.667,0.667,0.667,2.0,1.667,0.667,2,6,6,3,3,7,6,3,4,70,95.3,92.2,2
2016,1,5,30685,30685.5,2488,23,0.333,1.0,1.0,1.667,1.0,2.0,2.333,2.0,2,4,4,6,4,7,9,7,5,35,95.2,92.1,2
2016,1,6,30686,30686.5,2488,24,4.667,2.667,3.0,3.333,2.667,2.333,2.333,3.333,39,12,15,18,12,9,9,18,16,31,100.2,96.9,2
2016,1,7,30687,30687.5,2488,25,4.0,2.667,2.667,3.333,2.667,2.667,2.333,1.333,27,12,12,18,12,12,9,5,13,61,103.4,99.9,2
2016,1,8,30688,30688.5,2488,26,1.0,2.333,1.667,2.333,3.0,1.333,1.333,1.333,4,9,6,9,15,5,5,5,7,86,108.5,104.9,2
2016,1,9,30689,30689.5,2488,27,1.667,1.0,1.333,1.0,2.0,1.667,1.0,1.333,6,4,5,4,7,6,4,5,5,97,107.0,103.5,2
2016,1,10,30690,30690.5,2489,1,2.333,1.667,1.0,2.0,2.333,1.333,2.333,2.667,9,6,4,7,9,5,9,12,8,90,108.9,105.4,2
2016,1,11,30691,30691.5,2489,2,1.333,2.667,2.333,1.667,2.0,3.0,4.0,3.667,5,12,9,6,7,15,27,22,13,47,108.0,104.5,2
2016,1,12,30692,30692.5,2489,3,4.0,2.0,2.667,2.333,2.333,2.0,3.0,3.0,27,7,12,9,9,7,15,15,13,40,105.5,102.0,2
2016,1,13,30693,30693.5,2489,4,4.0,4.0,2.0,1.667,2.333,2.333,3.0,1.0,27,27,7,6,9,9,15,4,13,38,104.1,100.7,2
2016,1,14,30694,30694.5,2489,5,1.333,2.0,2.333,2.0,1.667,1.667,1.667,2.667,5,7,9,7,6,6,6,12,7,41,103.2,99.9,2
2016,1,15,30695,30695.5,2489,6,2.0,2.0,1.0,0.667,0.667,1.0,1.0,1.0,7,7,4,3,3,4,4,4,4,45,103.5,100.1,2
2016,1,16,30696,30696.5,2489,7,0.0,1.0,0.667,1.333,1.0,0.333,0.333,0.333,0,4,3,5,4,2,2,2,3,44,99.9,96.7,2
2016,1,17,30697,30697.5,2489,8,0.333,0.0,1.333,0.667,1.0,1.0,0.667,0.333,2,0,5,3,4,4,3,2,3,58,100.6,97.4,2
2016,1,18,30698,30698.5,2489,9,0.0,0.0,0.0,0.333,1.0,1.667,0.667,3.0,0,0,0,2,4,6,3,15,4,54,99.9,96.7,2
2016,1,19,30699,30699.5,2489,10,4.333,2.667,2.333,2.667,1.333,1.333,0.333,1.0,32,12,9,12,5,5,2,4,10,66,97.5,94.4,2
2016,1,20,30700,30700.5,2489,11,0.333,2.0,3.333,4.333,4.667,4.667,4.667,4.333,2,7,18,32,39,39,39,32,26,62,100.4,97.2,2
2016,1,21,30701,30701.5,2489,12,3.667,5.667,5.333,3.333,2.667,3.667,4.0,4.667,22,67,56,18,12,22,27,39,33,64,104.0,100.7,2
2016,1,22,30702,30702.5,2489,13,3.333,3.333,3.333,3.0,2.333,1.667,2.667,2.333,18,18,18,15,9,6,12,9,13,67,100.5,97.3,2
2016,1,23,30703,30703.5,2489,14,1.333,3.333,3.667,2.0,3.0,2.667,1.667,1.333,5,18,22,7,15,12,6,5,11,63,98.9,95.8,2
2016,1,24,30704,30704.5,2489,15,2.667,2.333,1.667,1.0,1.333,2.333,4.0,1.0,12,9,6,4,5,9,27,4,10,48,103.8,100.6,2
2016,1,25,30705,30705.5,2489,16,0.333,0.333,0.667,0.333,0.333,0.333,0.0,0.0,2,2,3,2,2,2,0,0,2,67,107.6,104.3,2
2016,1,26,30706,30706.5,2489,17,0.0,0.0,0.667,1.0,1.0,1.333,1.667,1.0,0,0,3,4,4,5,6,4,3,69,114.8,111.3,2
2016,1,27,30707,30707.5,2489,18,1.0,2.0,1.0,1.333,1.0,0.667,0.0,0.333,4,7,4,5,4,3,0,2,4,83,112.7,109.3,2
2016,1,28,30708,30708.5,2489,19,0.333,0.0,2.333,2.333,1.0,1.0,0.667,0.667,2,0,9,9,4,4,3,3,4,77,109.9,106.6,2
2016,1,29,30709,30709.5,2489,20,0.333,0.667,0.667,0.667,0.667,0.667,0.333,0.667,2,3,3,3,3,3,2,3,3,64,106.9,103.7,2
2016,1,30,30710,30710.5,2489,21,0.333,0.0,0.333,0.333,0.333,0.667,0.0,0.667,2,0,2,2,2,3,0,3,2,36,105.1,102.0,2
2016,1,31,30711,30711.5,2489,22,1.0,1.667,2.333,2.333,2.0,2.0,1.667,3.667,4,6,9,9,7,7,6,22,9,35,101.2,98.3,2
2016,2,1,30712,30712.5,2489,23,2.667,3.667,2.333,2.333,0.333,0.333,0.0,0.0,12,22,9,9,2,2,0,0,7,44,100.2,97.3,2
2016,2,2,30713,30713.5,2489,24,0.0,0.0,1.0,0.667,1.333,2.0,2.0,2.667,0,0,4,3,5,7,7,12,5,52,102.1,99.1,2
2016,2,3,30714,30714.5,2489,25,4.0,4.667,2.667,1.0,0.667,1.0,0.667,0.333,27,39,12,4,3,4,3,2,12,83,112.1,108.9,2
2016,2,4,30715,30715.5,2489,26,0.333,0.333,1.333,1.667,2.333,1.667,1.333,0.667,2,2,5,6,9,6,5,3,5,108,123.3,119.8,2
2016,2,5,30716,30716.5,2489,27,2.667,3.333,2.333,2.333,2.0,2.0,2.333,2.0,12,18,9,9,7,7,9,7,10,103,119.7,116.3,2
2016,2,6,30717,30717.5,2490,1,1.667,2.333,1.333,1.333,1.333,1.667,1.667,2.333,6,9,5,5,5,6,6,9,6,79,117.1,113.9,2
2016,2,7,30718,30718.5,2490,2,2.0,0.333,1.0,1.333,2.0,3.667,2.0,2.0,7,2,4,5,7,22,7,7,8,89,117.1,113.9,2
2016,2,8,30719,30719.5,2490,3,5.0,4.333,4.333,1.667,1.333,1.0,1.0,0.333,48,32,32,6,5,4,4,2,17,89,115.2,112.1,2
2016,2,9,30720,30720.5,2490,4,2.0,1.0,1.333,3.0,2.667,1.333,1.333,2.667,7,4,5,15,12,5,5,12,8,84,117.3,114.1,2
2016,2,10,30721,30721.5,2490,5,2.667,1.333,1.0,0.667,0.333,0.333,0.667,1.0,12,5,4,3,2,2,3,4,4,75,112.2,109.2,2
2016,2,11,30722,30722.5,2490,6,2.0,2.0,2.0,1.333,1.667,2.333,1.667,3.333,7,7,7,5,6,9,6,18,8,85,112.8,109.8,2
2016,2,12,30723,30723.5,2490,7,3.333,2.333,2.0,3.667,3.0,2.333,2.0,2.0,18,9,7,22,15,9,7,7,12,63,112.2,109.3,2
2016,2,13,30724,30724.5,2490,8,2.0,2.667,3.0,1.667,1.0,1.0,0.667,0.667,7,12,15,6,4,4,3,3,7,38,110.3,107.5,2
2016,2,14,30725,30725.5,2490,9,2.333,2.667,2.0,2.333,2.333,3.0,1.667,1.0,9,12,7,9,9,15,6,4,9,46,108.0,105.4,2
2016,2,15,30726,30726.5,2490,10,2.333,2.333,3.0,1.667,1.667,1.0,1.0,4.333,9,9,15,6,6,4,4,32,11,50,107.3,104.7,2
2016,2,16,30727,30727.5,2490,11,4.0,2.667,3.333,4.667,5.333,5.0,5.333,4.667,27,12,18,39,56,48,56,39,37,42,104.0,101.5,2
2016,2,17,30728,30728.5,2490,12,5.0,3.333,4.333,3.0,4.0,3.667,4.667,5.667,48,18,32,15,27,22,39,67,34,38,99.9,97.5,2
2016,2,18,30729,30729.5,2490,13,4.333,5.0,4.0,4.333,3.0,3.333,4.667,3.333,32,48,27,32,15,18,39,18,29,36,94.9,92.7,2
2016,2,19,30730,30730.5,2490,14,3.0,3.333,2.333,3.333,3.0,3.667,3.667,2.0,15,18,9,18,15,22,22,7,16,46,94.0,91.9,2
2016,2,20,30731,30731.5,2490,15,2.333,2.0,2.0,0.667,1.0,0.667,0.333,0.333,9,7,7,3,4,3,2,2,5,52,100.0,97.8,2
2016,2,21,30732,30732.5,2490,16,1.0,1.667,0.667,0.0,0.667,0.667,1.667,1.667,4,6,3,0,3,3,6,6,4,47,95.6,93.5,2
2016,2,22,30733,30733.5,2490,17,0.0,0.0,0.0,0.667,1.0,1.0,0.667,1.0,0,0,0,3,4,4,3,4,2,34,93.7,91.7,2
2016,2,23,30734,30734.5,2490,18,2.333,0.667,0.333,0.333,0.667,0.667,1.667,3.0,9,3,2,2,3,3,6,15,5,37,91.0,89.1,2
2016,2,24,30735,30735.5,2490,19,2.667,1.667,1.333,1.0,2.333,1.0,1.333,1.667,12,6,5,4,9,4,5,6,6,34,87.9,86.1,2
2016,2,25,30736,30736.5,2490,20,1.667,1.667,1.667,1.0,1.0,0.667,0.667,2.0,6,6,6,4,4,3,3,7,5,26,91.7,89.9,2
2016,2,26,30737,30737.5,2490,21,3.667,2.667,1.667,1.0,1.333,0.667,1.0,0.0,22,12,6,4,5,3,4,0,7,48,89.0,87.2,2
2016,2,27,30738,30738.5,2490,22,0.0,1.333,1.333,1.0,0.333,0.333,0.667,0.667,0,5,5,4,2,2,3,3,3,26,90.4,88.6,2
2016,2,28,30739,30739.5,2490,23,1.0,0.0,1.333,1.0,1.0,0.333,0.333,0.667,4,0,5,4,4,2,2,3,3,36,93.2,91.5,2
2016,2,29,30740,30740.5,2490,24,2.0,0.0,0.667,1.0,1.0,0.333,0.333,2.0,7,0,3,4,4,2,2,7,4,45,90.9,89.3,2
2016,3,1,30741,30741.5,2490,25,3.0,2.0,1.667,1.667,2.0,1.667,1.0,2.667,15,7,6,6,7,6,4,12,8,68,96.8,95.1,2
2016,3,2,30742,30742.5,2490,26,2.333,1.0,0.667,2.0,2.333,2.667,1.0,0.333,9,4,3,7,9,12,4,2,6,78,98.2,96.5,2
2016,3,3,30743,30743.5,2490,27,1.667,2.333,2.0,2.333,2.0,1.0,0.333,1.333,6,9,7,9,7,4,2,5,6,77,98.7,97.1,2
2016,3,4,30744,30744.5,2491,1,2.667,1.667,0.0,0.667,0.333,0.667,0.333,0.333,12,6,0,3,2,3,2,2,4,111,100.5,98.9,2
2016,3,5,30745,30745.5,2491,2,0.0,0.333,1.333,1.333,2.0,0.333,0.0,0.333,0,2,5,5,7,2,0,2,3,83,96.2,94.7,2
2016,3,6,30746,30746.5,2491,3,0.0,0.667,2.0,2.0,2.667,5.0,6.0,6.333,0,3,7,7,12,48,80,94,31,78,95.5,94.1,2
2016,3,7,30747,30747.5,2491,4,4.333,4.667,3.667,2.667,2.667,3.333,3.667,4.667,32,39,22,12,12,18,22,39,24,79,94.1,92.8,2
2016,3,8,30748,30748.5,2491,5,2.333,2.0,1.667,1.667,2.0,1.333,2.333,0.667,9,7,6,6,7,5,9,3,6,63,95.5,94.2,2
2016,3,9,30749,30749.5,2491,6,2.0,1.667,1.333,1.333,2.0,1.667,1.333,1.667,7,6,5,5,7,6,5,6,6,91,97.4,96.0,2
2016,3,10,30750,30750.5,2491,7,2.0,2.667,1.667,1.333,1.333,1.0,1.667,2.333,7,12,6,5,5,4,6,9,7,80,95.0,93.7,2
2016,3,11,30751,30751.5,2491,8,1.333,2.667,3.0,3.333,5.333,3.0,3.333,2.667,5,12,15,18,56,15,18,12,19,51,94.2,93.0,2
2016,3,12,30752,30752.5,2491,9,3.0,3.0,2.0,1.667,1.0,3.333,3.333,0.667,15,15,7,6,4,18,18,3,11,70,95.0,93.9,2
2016,3,13,30753,30753.5,2491,10,0.333,1.667,0.667,1.0,0.667,0.333,0.0,0.667,2,6,3,4,3,2,0,3,3,57,92.6,91.5,2
2016,3,14,30754,30754.5,2491,11,1.667,1.333,1.333,1.0,0.667,2.333,3.333,5.0,6,5,5,4,3,9,18,48,12,70,93.4,92.4,2
2016,3,15,30755,30755.5,2491,12,4.0,4.0,4.333,3.333,1.333,2.667,5.333,3.333,27,27,32,18,5,12,56,18,24,59,94.1,93.1,2
2016,3,16,30756,30756.5,2491,13,5.0,2.667,2.667,3.0,2.667,1.333,3.0,4.667,48,12,12,15,12,5,15,39,20,79,91.0,90.1,2
2016,3,17,30757,30757.5,2491,14,4.667,4.667,3.667,4.0,2.0,3.333,3.0,2.667,39,39,22,27,7,18,15,12,22,72,91.6,90.7,2
2016,3,18,30758,30758.5,2491,15,1.333,2.0,2.333,1.667,2.0,2.0,2.0,2.333,5,7,9,6,7,7,7,9,7,47,90.3,89.5,2
2016,3,19,30759,30759.5,2491,16,2.0,3.0,3.667,3.667,3.0,3.667,2.333,1.0,7,15,22,22,15,22,9,4,14,37,89.4,88.6,2
2016,3,20,30760,30760.5,2491,17,1.333,2.667,1.333,1.333,1.667,3.667,3.667,1.667,5,12,5,5,6,22,22,6,10,36,87.6,86.9,2
2016,3,21,30761,30761.5,2491,18,2.0,1.333,1.667,1.667,1.667,1.667,1.0,2.333,7,5,6,6,6,6,4,9,6,33,88.9,88.2,2
2016,3,22,30762,30762.5,2491,19,2.333,2.333,1.333,2.0,1.0,0.333,0.333,1.667,9,9,5,7,4,2,2,6,6,20,87.3,86.7,2
2016,3,23,30763,30763.5,2491,20,1.667,3.333,3.667,1.667,1.667,1.0,1.333,2.667,6,18,22,6,6,4,5,12,10,21,86.8,86.2,2
2016,3,24,30764,30764.5,2491,21,2.667,1.667,1.667,1.0,1.333,1.333,0.667,1.333,12,6,6,4,5,5,3,5,6,35,86.5,86.0,2
2016,3,25,30765,30765.5,2491,22,3.0,1.667,1.0,1.333,1.0,1.0,0.333,0.0,15,6,4,5,4,4,2,0,5,34,85.5,85.1,2
2016,3,26,30766,30766.5,2491,23,0.0,0.0,0.667,0.333,0.667,0.333,0.667,0.667,0,0,3,2,3,2,3,3,2,32,85.5,85.1,2
2016,3,27,30767,30767.5,2491,24,2.667,2.0,3.0,2.667,2.333,3.333,2.333,2.0,12,7,15,12,9,18,9,7,11,32,88.2,87.9,2
2016,3,28,30768,30768.5,2491,25,2.0,3.667,1.0,0.667,1.667,1.333,2.667,2.667,7,22,4,3,6,5,12,12,9,30,87.7,87.4,2
2016,3,29,30769,30769.5,2491,26,3.333,3.333,2.333,2.667,2.667,2.667,1.333,1.333,18,18,9,12,12,12,5,5,11,20,87.8,87.5,2
2016,3,30,30770,30770.5,2491,27,3.333,1.667,1.333,2.0,3.333,2.333,3.333,2.0,18,6,5,7,18,9,18,7,11,17,83.8,83.6,2
2016,3,31,30771,30771.5,2492,1,3.0,2.667,1.333,0.667,1.0,1.0,0.333,1.0,15,12,5,3,4,4,2,4,6,16,81.7,81.6,2
2016,4,1,30772,30772.5,2492,2,1.333,0.0,0.0,0.0,0.333,0.333,1.0,0.667,5,0,0,0,2,2,4,3,2,12,82.1,82.0,2
2016,4,2,30773,30773.5,2492,3,2.0,0.333,0.0,0.333,2.667,5.0,4.333,5.0,7,2,0,2,12,48,32,48,19,12,81.5,81.5,2
2016,4,3,30774,30774.5,2492,4,4.333,3.333,3.0,2.667,0.667,1.667,1.667,3.667,32,18,15,12,3,6,6,22,14,12,82.3,82.3,2
2016,4,4,30775,30775.5,2492,5,2.667,2.667,1.0,1.333,1.667,0.333,0.333,1.0,12,12,4,5,6,2,2,4,6,40,83.4,83.5,2
2016,4,5,30776,30776.5,2492,6,1.0,1.0,0.333,0.667,2.0,1.333,2.667,1.333,4,4,2,3,7,5,12,5,5,33,83.4,83.5,2
2016,4,6,30777,30777.5,2492,7,2.0,1.0,1.333,2.333,2.0,2.0,0.667,1.0,7,4,5,9,7,7,3,4,6,20,87.1,87.2,2
2016,4,7,30778,30778.5,2492,8,2.0,1.0,0.667,1.333,1.0,2.333,4.667,5.667,7,4,3,5,4,9,39,67,17,18,92.3,92.5,2
2016,4,8,30779,30779.5,2492,9,4.667,2.667,1.0,0.667,0.333,0.333,0.667,0.333,39,12,4,3,2,2,3,2,8,26,98.3,98.6,2
2016,4,9,30780,30780.5,2492,10,0.0,0.0,0.0,0.333,0.667,1.0,0.333,0.333,0,0,0,2,3,4,2,2,2,25,105.5,105.9,2
2016,4,10,30781,30781.5,2492,11,1.0,2.0,2.667,1.667,1.333,0.667,0.667,2.333,4,7,12,6,5,3,3,9,6,34,110.6,111.1,2
2016,4,11,30782,30782.5,2492,12,0.0,0.0,0.0,0.667,1.667,3.0,1.667,1.0,0,0,0,3,6,15,6,4,4,43,116.6,117.2,2
2016,4,12,30783,30783.5,2492,13,2.667,2.667,1.333,2.0,3.333,3.333,4.0,5.0,12,12,5,7,18,18,27,48,18,37,111.3,111.9,2
2016,4,13,30784,30784.5,2492,14,5.0,3.667,4.0,4.0,4.0,3.667,3.333,2.667,48,22,27,27,27,22,18,12,25,48,108.2,108.8,2
2016,4,14,30785,30785.5,2492,15,3.333,3.0,2.333,4.333,4.0,4.667,3.333,3.333,18,15,9,32,27,39,18,18,22,46,111.1,111.8,2
2016,4,15,30786,30786.5,2492,16,4.0,2.0,0.333,0.667,1.333,2.0,1.333,1.667,27,7,2,3,5,7,5,6,8,33,112.4,113.2,2
2016,4,16,30787,30787.5,2492,17,0.333,0.333,2.0,2.333,2.0,3.0,3.667,3.667,2,2,7,9,7,15,22,22,11,42,113.2,114.0,2
2016,4,17,30788,30788.5,2492,18,3.667,4.0,3.333,2.0,2.667,3.0,4.0,2.667,22,27,18,7,12,15,27,12,18,36,102.1,102.9,2
2016,4,18,30789,30789.5,2492,19,2.333,1.0,1.667,1.333,0.667,0.0,1.0,0.667,9,4,6,5,3,0,4,3,4,31,94.6,95.4,2
2016,4,19,30790,30790.5,2492,20,0.0,0.333,0.333,0.333,1.0,0.333,0.0,0.333,0,2,2,2,4,2,0,2,2,28,89.1,89.9,2
2016,4,20,30791,30791.5,2492,21,0.0,1.333,1.0,1.333,0.667,0.333,0.333,0.667,0,5,4,5,3,2,2,3,3,25,83.2,84.0,2
2016,4,21,30792,30792.5,2492,22,0.333,1.667,0.667,1.0,1.0,1.333,1.333,1.0,2,6,3,4,4,5,5,4,4,26,76.8,77.5,2
2016,4,22,30793,30793.5,2492,23,2.0,1.333,1.333,1.667,3.0,3.667,2.667,4.0,7,5,5,6,15,22,12,27,12,21,76.6,77.5,2
2016,4,23,30794,30794.5,2492,24,1.333,2.333,1.0,1.667,2.333,1.667,2.667,4.667,5,9,4,6,9,6,12,39,11,13,78.7,79.6,2
2016,4,24,30795,30795.5,2492,25,1.333,1.333,1.667,1.667,3.0,4.0,3.333,1.0,5,5,6,6,15,27,18,4,11,37,81.8,82.8,2
2016,4,25,30796,30796.5,2492,26,1.0,1.333,1.667,1.667,1.667,1.333,1.0,0.0,4,5,6,6,6,5,4,0,4,45,81.9,82.9,2
2016,4,26,30797,30797.5,2492,27,0.667,0.667,0.667,1.333,1.667,1.0,2.0,2.667,3,3,3,5,6,4,7,12,5,57,85.2,86.3,2
2016,4,27,30798,30798.5,2493,1,1.0,2.0,2.333,1.667,2.667,3.0,2.333,2.333,4,7,9,6,12,15,9,9,9,76,92.6,93.8,2
2016,4,28,30799,30799.5,2493,2,2.0,1.0,1.0,1.0,1.0,0.333,0.667,0.333,7,4,4,4,4,2,3,2,4,90,94.9,96.3,2
2016,4,29,30800,30800.5,2493,3,0.667,1.0,0.0,0.333,0.333,0.333,1.0,0.667,3,4,0,2,2,2,4,3,2,82,92.4,93.8,2
2016,4,30,30801,30801.5,2493,4,0.333,1.333,1.333,1.333,2.0,2.0,2.333,3.0,2,5,5,5,7,7,9,15,7,89,94.0,95.4,2
2016,5,1,30802,30802.5,2493,5,2.333,2.0,2.0,2.333,3.0,3.333,4.0,3.667,9,7,7,9,15,18,27,22,14,87,92.2,93.6,2
2016,5,2,30803,30803.5,2493,6,5.0,5.667,1.667,2.333,2.667,3.333,4.667,4.667,48,67,6,9,12,18,39,39,30,83,89.8,91.3,2
2016,5,3,30804,30804.5,2493,7,3.333,3.333,2.333,1.667,1.333,1.667,1.667,2.333,18,18,9,6,5,6,6,9,10,73,90.0,91.5,2
2016,5,4,30805,30805.5,2493,8,1.667,1.0,0.0,1.0,1.0,1.0,0.333,0.667,6,4,0,4,4,4,2,3,3,71,90.1,91.6,2
2016,5,5,30806,30806.5,2493,9,0.0,1.333,1.667,2.0,2.0,2.333,1.0,2.0,0,5,6,7,7,9,4,7,6,60,87.1,88.7,2
2016,5,6,30807,30807.5,2493,10,2.333,1.667,1.667,2.667,3.0,3.667,4.333,3.0,9,6,6,12,15,22,32,15,15,57,89.6,91.2,2
2016,5,7,30808,30808.5,2493,11,3.667,1.0,1.333,2.0,1.667,2.0,1.0,3.0,22,4,5,7,6,7,4,15,9,34,88.0,89.7,2
2016,5,8,30809,30809.5,2493,12,5.667,6.333,6.0,4.667,5.333,5.667,5.667,6.333,67,94,80,39,56,67,67,94,70,44,84.0,85.6,2
2016,5,9,30810,30810.5,2493,13,6.333,3.667,2.667,3.333,3.667,3.0,4.0,4.0,94,22,12,18,22,15,27,27,30,52,88.5,90.2,2
2016,5,10,30811,30811.5,2493,14,3.0,3.667,3.0,2.333,3.333,2.333,2.0,2.333,15,22,15,9,18,9,7,9,13,76,88.7,90.5,2
2016,5,11,30812,30812.5,2493,15,2.667,1.667,0.333,0.333,0.333,1.333,1.333,2.0,12,6,2,2,2,5,5,7,5,79,93.9,95.8,2
2016,5,12,30813,30813.5,2493,16,0.667,1.0,0.667,1.0,1.0,0.0,0.667,1.0,3,4,3,4,4,0,3,4,3,83,92.0,93.9,2
2016,5,13,30814,30814.5,2493,17,1.0,0.667,1.667,1.333,2.0,1.667,2.333,2.0,4,3,6,5,7,6,9,7,6,78,93.4,95.4,2
2016,5,14,30815,30815.5,2493,18,2.333,1.333,2.0,2.0,2.0,1.0,2.667,3.333,9,5,7,7,7,4,12,18,9,88,101.2,103.4,2
2016,5,15,30816,30816.5,2493,19,3.0,2.667,2.0,1.333,3.333,3.667,3.667,1.0,15,12,7,5,18,22,22,4,13,87,108.4,110.8,2
2016,5,16,30817,30817.5,2493,20,2.333,3.0,2.667,3.0,3.333,2.333,2.333,1.333,9,15,12,15,18,9,9,5,12,55,102.0,104.3,2
2016,5,17,30818,30818.5,2493,21,2.333,2.0,3.333,2.667,3.0,2.667,2.667,3.0,9,7,18,12,15,12,12,15,12,38,103.2,105.6,2
2016,5,18,30819,30819.5,2493,22,1.667,2.667,1.667,2.333,2.333,1.333,0.667,1.0,6,12,6,9,9,5,3,4,7,30,102.3,104.7,2
2016,5,19,30820,30820.5,2493,23,1.333,0.667,2.333,1.667,2.333,2.667,2.0,0.667,5,3,9,6,9,12,7,3,7,43,98.8,101.2,2
2016,5,20,30821,30821.5,2493,24,2.333,2.333,1.333,1.0,1.0,0.333,0.667,2.0,9,9,5,4,4,2,3,7,5,46,99.5,102.0,2
2016,5,21,30822,30822.5,2493,25,2.333,3.0,4.667,2.333,2.667,3.333,3.0,1.0,9,15,39,9,12,18,15,4,15,18,97.8,100.2,2
2016,5,22,30823,30823.5,2493,26,1.667,2.333,2.0,2.667,2.333,1.0,0.667,0.0,6,9,7,12,9,4,3,0,6,28,97.4,99.8,2
2016,5,23,30824,30824.5,2493,27,0.333,1.0,1.333,1.667,0.667,0.0,1.0,0.333,2,4,5,6,3,0,4,2,3,16,97.4,99.8,2
2016,5,24,30825,30825.5,2494,1,1.333,1.0,1.0,2.333,1.333,0.333,0.667,0.667,5,4,4,9,5,2,3,3,4,25,94.3,96.7,2
2016,5,25,30826,30826.5,2494,2,0.333,1.0,0.333,1.0,0.667,0.333,0.333,0.0,2,4,2,4,3,2,2,0,2,35,93.6,96.1,2
2016,5,26,30827,30827.5,2494,3,0.0,0.333,0.333,0.333,0.333,0.667,1.333,1.0,0,2,2,2,2,3,5,4,2,34,91.7,94.2,2
2016,5,27,30828,30828.5,2494,4,2.333,2.333,1.0,2.0,2.0,2.0,3.0,3.0,9,9,4,7,7,7,15,15,9,34,90.4,92.8,2
2016,5,28,30829,30829.5,2494,5,3.0,2.333,4.0,2.333,2.0,3.333,2.667,2.333,15,9,27,9,7,18,12,9,13,33,87.7,90.1,2
2016,5,29,30830,30830.5,2494,6,1.667,1.333,1.333,1.667,1.0,1.333,1.667,3.0,6,5,5,6,4,5,6,15,6,33,83.0,85.3,2
2016,5,30,30831,30831.5,2494,7,4.0,2.667,2.667,2.333,1.0,2.0,1.333,2.333,27,12,12,9,4,7,5,9,11,41,86.2,88.7,2
2016,5,31,30832,30832.5,2494,8,1.667,1.0,2.333,1.667,1.333,2.333,3.333,3.667,6,4,9,6,5,9,18,22,10,36,86.6,89.0,2
2016,6,1,30833,30833.5,2494,9,1.667,1.0,1.0,0.667,1.333,1.333,2.0,1.333,6,4,4,3,5,5,7,5,5,41,86.0,88.4,2
2016,6,2,30834,30834.5,2494,10,0.333,1.0,0.333,0.667,0.667,0.333,0.333,0.667,2,4,2,3,3,2,2,3,3,14,85.2,87.7,2
2016,6,3,30835,30835.5,2494,11,1.0,0.333,0.333,0.333,0.0,0.333,0.333,0.667,4,2,2,2,0,2,2,3,2,0,83.2,85.7,2
2016,6,4,30836,30836.5,2494,12,0.667,0.333,0.333,0.333,0.333,0.667,1.333,1.333,3,2,2,2,2,3,5,5,3,10,80.0,82.4,2
2016,6,5,30837,30837.5,2494,13,1.333,2.0,2.0,3.667,5.333,4.667,5.333,4.667,5,7,7,22,56,39,56,39,29,0,79.1,81.5,2
2016,6,6,30838,30838.5,2494,14,4.333,5.333,3.667,4.0,3.667,2.0,3.0,1.667,32,56,22,27,22,7,15,6,23,0,78.5,80.8,2
2016,6,7,30839,30839.5,2494,15,1.667,1.333,0.667,2.333,2.0,2.0,3.0,3.0,6,5,3,9,7,7,15,15,8,12,78.5,80.8,2
2016,6,8,30840,30840.5,2494,16,2.0,2.0,0.667,2.0,1.667,1.667,0.333,0.333,7,7,3,7,6,6,2,2,5,14,80.1,82.6,2
2016,6,9,30841,30841.5,2494,17,2.0,0.667,0.333,0.333,1.0,0.667,0.667,0.333,7,3,2,2,4,3,3,2,3,19,85.2,87.8,2
2016,6,10,30842,30842.5,2494,18,0.333,1.0,0.333,0.667,1.333,1.333,3.333,2.333,2,4,2,3,5,5,18,9,6,33,84.9,87.5,2
2016,6,11,30843,30843.5,2494,19,3.0,1.333,1.667,1.333,2.0,2.0,2.0,3.333,15,5,6,5,7,7,7,18,9,44,88.2,90.9,2
2016,6,12,30844,30844.5,2494,20,1.333,1.667,2.333,1.667,2.667,3.0,3.667,2.0,5,6,9,6,12,15,22,7,10,42,94.1,97.1,2
2016,6,13,30845,30845.5,2494,21,2.667,3.667,1.333,1.667,2.0,1.0,1.667,0.667,12,22,5,6,7,4,6,3,8,38,91.0,93.9,2
