YYYY,MM,DD,days,days_m,Bsr,dB,Kp1,Kp2,Kp3,Kp4,Kp5,Kp6,Kp7,Kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,Ap,SN,F10.7obs,F10.7adj,D
2016,11,30,31015,31015.5,2501,2,1.0,0.667,1.333,0.333,0.333,0.667,0.333,0.333,4,3,5,2,2,3,2,2,3,51,83.6,81.3,2
2016,12,1,31016,31016.5,2501,3,0.667,1.667,1.0,0.333,0.333,0.0,0.0,0.0,3,6,4,2,2,0,0,0,2,55,84.5,82.1,2
2016,12,2,31017,31017.5,2501,4,0.333,1.0,0.667,0.667,0.667,1.333,1.333,0.667,2,4,3,3,3,5,5,3,4,61,84.4,82.0,2
2016,12,3,31018,31018.5,2501,5,0.333,0.333,0.667,0.0,0.0,0.333,1.0,0.0,2,2,3,0,0,2,4,0,2,56,84.7,82.2,2
2016,12,4,31019,31019.5,2501,6,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.333,0,3,0,2,0,0,0,2,1,38,82.4,80.0,2
2016,12,5,31020,31020.5,2501,7,2.333,0.667,0.0,0.0,0.667,1.0,1.0,1.333,9,3,0,0,3,4,4,5,4,34,82.7,80.3,2
2016,12,6,31021,31021.5,2501,8,0.333,0.333,1.0,2.0,3.333,2.0,1.333,2.333,2,2,4,7,18,7,5,9,7,31,79.8,77.4,2
2016,12,7,31022,31022.5,2501,9,0.0,1.667,3.0,2.0,1.667,2.667,3.0,2.667,0,6,15,7,6,12,15,12,9,19,77.2,74.9,2
2016,12,8,31023,31023.5,2501,10,3.333,4.0,2.667,2.667,2.667,4.0,4.333,4.0,18,27,12,12,12,27,32,27,21,14,74.8,72.6,2
2016,12,9,31024,31024.5,2501,11,4.0,2.0,3.333,3.667,3.0,3.667,4.667,4.667,27,7,18,22,15,22,39,39,24,20,72.9,70.7,2
2016,12,10,31025,31025.5,2501,12,4.0,3.333,2.333,3.333,2.667,2.667,3.0,2.667,27,18,9,18,12,12,15,12,15,0,72.2,70.0,2
2016,12,11,31026,31026.5,2501,13,3.333,4.333,2.0,3.0,2.333,2.667,3.0,1.667,18,32,7,15,9,12,15,6,14,0,71.4,69.2,2
2016,12,12,31027,31027.5,2501,14,2.0,2.333,1.333,0.333,0.333,1.667,0.667,1.333,7,9,5,2,2,6,3,5,5,12,70.8,68.6,2
2016,12,13,31028,31028.5,2501,15,1.333,0.667,0.333,1.0,1.0,0.667,0.333,1.667,5,3,2,4,4,3,2,6,4,14,71.2,69.0,2
2016,12,14,31029,31029.5,2501,16,1.333,0.667,0.667,1.333,0.667,0.333,1.333,0.667,5,3,3,5,3,2,5,3,4,23,72.4,70.1,2
2016,12,15,31030,31030.5,2501,17,0.0,0.0,0.333,0.667,0.333,0.333,1.0,0.667,0,0,2,3,2,2,4,3,2,12,72.5,70.2,2
2016,12,16,31031,31031.5,2501,18,0.667,0.333,0.0,0.0,0.0,0.0,0.333,1.0,3,2,0,0,0,0,2,4,1,0,72.6,70.3,2
2016,12,17,31032,31032.5,2501,19,0.0,0.0,0.333,0.333,1.0,1.667,2.333,3.333,0,0,2,2,4,6,9,18,5,13,72.1,69.8,2
2016,12,18,31033,31033.5,2501,20,3.0,2.667,2.333,1.333,1.667,1.667,1.333,1.0,15,12,9,5,6,6,5,4,8,27,72.3,70.0,2
2016,12,19,31034,31034.5,2501,21,1.0,1.667,1.333,1.0,0.667,1.333,2.0,0.667,4,6,5,4,3,5,7,3,5,15,72.8,70.5,2
2016,12,20,31035,31035.5,2501,22,1.0,1.0,1.0,1.333,1.0,2.0,0.667,2.667,4,4,4,5,4,7,3,12,5,22,74.9,72.5,2
2016,12,21,31036,31036.5,2501,23,2.0,2.0,1.333,3.0,3.333,6.0,4.0,4.0,7,7,5,15,18,80,27,27,23,30,75.0,72.6,2
2016,12,22,31037,31037.5,2501,24,4.667,4.333,3.333,3.0,3.0,2.667,4.0,3.0,39,32,18,15,15,12,27,15,22,16,74.8,72.4,2
2016,12,23,31038,31038.5,2501,25,3.0,4.0,2.667,3.333,3.0,3.333,4.0,3.667,15,27,12,18,15,18,27,22,19,0,73.7,71.3,2
2016,12,24,31039,31039.5,2501,26,3.0,2.667,2.667,2.0,3.0,3.333,2.333,2.0,15,12,12,7,15,18,9,7,12,0,73.1,70.7,2
2016,12,25,31040,31040.5,2501,27,3.333,3.333,2.0,3.667,4.0,4.0,4.0,2.667,18,18,7,22,27,27,27,12,20,0,72.5,70.1,2
2016,12,26,31041,31041.5,2502,1,4.667,3.333,3.333,3.0,3.667,3.667,2.667,3.333,39,18,18,15,22,22,12,18,20,0,73.8,71.4,2
2016,12,27,31042,31042.5,2502,2,3.667,3.333,2.0,2.0,2.333,1.333,2.0,2.667,22,18,7,7,9,5,7,12,11,16,73.7,71.3,2
2016,12,28,31043,31043.5,2502,3,1.667,2.0,0.333,0.667,0.667,2.0,1.333,1.333,6,7,2,3,3,7,5,5,5,12,73.3,70.9,2
2016,12,29,31044,31044.5,2502,4,2.0,1.0,0.333,1.0,1.333,2.0,0.333,0.333,7,4,2,4,5,7,2,2,4,11,73.4,70.9,2
2016,12,30,31045,31045.5,2502,5,0.0,1.333,0.333,0.333,0.667,0.667,0.333,0.667,0,5,2,2,3,3,2,3,2,11,73.6,71.2,2
2016,12,31,31046,31046.5,2502,6,0.667,2.333,2.0,2.667,3.333,3.333,3.333,2.667,3,9,7,12,18,18,18,12,12,11,73.5,71.1,2
